ID,name,Jee marks,school name,date of application,Father name,Mother name,EmailId,ContactNo,Gender,School completion date,City,CBSE marks
30,Tony Alexander,380.331430745,High school,3/13/2022,Tony Alexander,Tony Alexander,Tony_Alexander4464@hourpy.biz,3-376-731-3006,Male,9/7/2021,Hayward,79.932241218133
31,Phillip Garcia,477.26484537137,Graduate school,3/16/2022,Phillip Garcia,Phillip Garcia,Phillip_Garcia8600@deons.tech,5-244-213-7208,Male,4/19/2020,Reno,155.48493411368
32,Ryan Stevens,406.171190421642,University college,3/19/2022,Ryan Stevens,Ryan Stevens,Ryan_Stevens1330@nimogy.biz,8-280-611-5535,Male,5/12/2021,Honolulu,106.220727276625
33,Boris Roth,74.5137734327064,University college,3/22/2022,Boris Roth,Boris Roth,Boris_Roth6712@ovock.tech,2-138-202-0851,Male,8/12/2020,Berna,65.4371322642253
34,Noah Redfern,251.948021460766,Public university,4/16/2022,Noah Redfern,Noah Redfern,Noah_Redfern8419@jiman.org,6-732-316-0754,Male,3/26/2022,Rome,37.1401850865875
35,Clint Rogers,-87.9474034341739,Public university,3/30/2022,Clint Rogers,Clint Rogers,Clint_Rogers5966@hourpy.biz,6-024-066-0162,Male,4/28/2020,Seattle,192.842816589327
36,Alan Owens,464.755593204291,Middle school,4/12/2022,Alan Owens,Alan Owens,Alan_Owens7529@typill.biz,6-276-250-8371,Male,9/17/2020,Irving,-3.00922295917255
37,Rosalee Richards,301.587990767131,University college,3/7/2022,Rosalee Richards,Rosalee Richards,Rosalee_Richards3676@irrepsy.com,1-375-225-6828,Female,6/26/2020,Worcester,33.8807271741707
38,Barry Samuel,318.812308140477,Graduate school,3/31/2022,Barry Samuel,Barry Samuel,Barry_Samuel980@naiker.biz,7-830-535-6602,Male,11/16/2021,Worcester,95.4157108014523
39,Penelope Clarke,296.264118637547,Graduate school,4/3/2022,Penelope Clarke,Penelope Clarke,Penelope_Clarke392@irrepsy.com,5-741-478-4384,Female,7/26/2021,Santa Ana,67.0631874208633
40,Owen Walter,-28.3128155634333,Technical college,3/17/2022,Owen Walter,Owen Walter,Owen_Walter3031@acrit.org,0-655-127-4650,Male,4/17/2022,Long Beach,115.773599805671
41,Josh Roman,145.816422945269,Gymnasium,4/6/2022,Josh Roman,Josh Roman,Josh_Roman7049@acrit.org,4-054-302-5588,Male,5/4/2020,Bakersfield,68.3206313221346
42,William Hall,-79.5463707319211,University-preparatory school,3/15/2022,William Hall,William Hall,William_Hall5422@eirey.tech,3-024-030-6808,Male,12/28/2020,Rochester,58.6242737949939
43,Sebastian Locke,477.31445644112,Graduate school,3/1/2022,Sebastian Locke,Sebastian Locke,Sebastian_Locke2583@iatim.tech,1-055-171-5685,Male,9/16/2021,Orlando,21.9268012242051
44,Nate Rigg,415.007678831465,Technical college,3/6/2022,Nate Rigg,Nate Rigg,Nate_Rigg1710@deons.tech,5-637-163-0406,Male,9/2/2021,Memphis,59.3484106032869
45,Liam Booth,301.288292657253,University-preparatory school,3/9/2022,Liam Booth,Liam Booth,Liam_Booth8981@bungar.biz,5-580-522-7800,Male,4/15/2021,Louisville,-1.14253250935233
46,Manuel Lee,167.211000006744,Graduate school,3/3/2022,Manuel Lee,Manuel Lee,Manuel_Lee696@supunk.biz,8-510-274-7884,Male,9/1/2021,Bridgeport,87.0119316680412
47,Ronald Edler,41.0721199368462,Gymnasium,3/8/2022,Ronald Edler,Ronald Edler,Ronald_Edler2088@bulaffy.com,7-850-635-5381,Male,8/29/2021,Valetta,95.8857460831691
48,Daniel Howard,405.376595213253,High school,3/21/2022,Daniel Howard,Daniel Howard,Daniel_Howard988@sheye.org,2-605-406-1707,Male,11/23/2020,Reno,147.391756291684
49,Alan Ramsey,348.989890828258,Corporate university,3/3/2022,Alan Ramsey,Alan Ramsey,Alan_Ramsey2702@cispeto.com,4-218-156-6663,Male,1/16/2021,Omaha,72.870002125795
50,Ciara Roscoe,386.529531296124,Technical college,4/17/2022,Ciara Roscoe,Ciara Roscoe,Ciara_Roscoe7713@acrit.org,7-452-317-1880,Female,6/20/2021,El Paso,104.521555632596
51,Chuck Ellwood,438.197049303538,Corporate university,3/23/2022,Chuck Ellwood,Chuck Ellwood,Chuck_Ellwood5369@ovock.tech,2-835-477-8362,Male,1/10/2021,Phoenix,187.616228320923
52,Barry Wooldridge,-59.6346078029064,Graduate school,4/1/2022,Barry Wooldridge,Barry Wooldridge,Barry_Wooldridge5534@corti.com,8-306-622-0405,Male,4/4/2020,El Paso,148.249059128225
53,Lana Neal,100.739063071897,Graduate school,4/12/2022,Lana Neal,Lana Neal,Lana_Neal4638@supunk.biz,0-713-435-2837,Female,8/8/2020,Sacramento,174.122003367228
54,Chanelle Edley,269.050648354483,Junior college,3/3/2022,Chanelle Edley,Chanelle Edley,Chanelle_Edley2617@deons.tech,1-054-373-8124,Female,5/7/2021,Bakersfield,116.808320226059
55,Nicholas Gonzales,491.700443643006,University-preparatory school,3/10/2022,Nicholas Gonzales,Nicholas Gonzales,Nicholas_Gonzales468@jiman.org,3-626-041-3228,Male,8/27/2020,Madison,151.895973291665
56,Mandy Milner,460.763661630342,University-preparatory school,3/5/2022,Mandy Milner,Mandy Milner,Mandy_Milner6363@jiman.org,4-100-518-4581,Female,4/11/2020,Miami,-0.892985233055887
57,Adalind Evans,409.525417016598,Graduate school,4/7/2022,Adalind Evans,Adalind Evans,Adalind_Evans6112@famism.biz,2-504-712-7752,Female,9/18/2020,London,111.296279180002
58,Angelique Glass,467.973426736413,Corporate university,3/14/2022,Angelique Glass,Angelique Glass,Angelique_Glass6611@muall.tech,5-088-888-0512,Female,7/7/2020,Hollywood,168.853268390453
59,Isla Collins,-20.00226620352,Middle school,4/3/2022,Isla Collins,Isla Collins,Isla_Collins6957@mafthy.com,8-186-225-5845,Female,10/12/2020,Amarillo,102.657083266721
60,Kurt Miller,190.957413766513,Gymnasium,4/12/2022,Kurt Miller,Kurt Miller,Kurt_Miller9080@jiman.org,4-852-013-0232,Male,9/5/2021,Boston,58.8701468337654
61,Barney Sheldon,15.7958599425833,Public university,4/5/2022,Barney Sheldon,Barney Sheldon,Barney_Sheldon3695@bauros.biz,3-010-754-7554,Male,6/2/2020,Detroit,198.001003894024
62,Aiden Gilmore,366.185870024928,Technical college,4/4/2022,Aiden Gilmore,Aiden Gilmore,Aiden_Gilmore2571@mafthy.com,5-867-740-1264,Male,5/10/2021,Innsbruck,-8.0697327261184
63,Cristal Ashwell,286.242856820693,Public university,3/13/2022,Cristal Ashwell,Cristal Ashwell,Cristal_Ashwell7997@ubusive.com,4-387-336-1277,Female,5/11/2020,Scottsdale,-3.39437241079024
64,Crystal Gibson,-15.1613181201561,Junior college,3/16/2022,Crystal Gibson,Crystal Gibson,Crystal_Gibson4842@corti.com,0-330-846-1647,Female,11/1/2020,Garland,189.021284591882
65,Rowan Ebbs,21.1256681988601,Public university,3/10/2022,Rowan Ebbs,Rowan Ebbs,Rowan_Ebbs9653@bulaffy.com,4-736-267-1677,Female,5/30/2020,Charlotte,121.71623550156
66,Manuel Russell,-69.9993733149019,University college,3/12/2022,Manuel Russell,Manuel Russell,Manuel_Russell3947@gembat.biz,0-652-781-2737,Male,7/15/2021,Houston,53.3489405598254
67,Adalie Wheeler,390.050323092868,Gymnasium,4/6/2022,Adalie Wheeler,Adalie Wheeler,Adalie_Wheeler4943@hourpy.biz,3-257-140-8862,Female,9/20/2021,London,-0.882809576523867
68,Jules Lindop,-2.74220041220179,High school,4/15/2022,Jules Lindop,Jules Lindop,Jules_Lindop6084@fuliss.net,2-353-007-3563,Female,3/18/2021,Hollywood,137.330903166593
69,Penelope Bishop,-75.9060764694149,Public university,3/7/2022,Penelope Bishop,Penelope Bishop,Penelope_Bishop9109@bauros.biz,7-260-416-1345,Female,10/25/2021,Anaheim,31.8234110585523
70,Chloe Oakley,289.906398378269,Junior college,3/17/2022,Chloe Oakley,Chloe Oakley,Chloe_Oakley6824@sheye.org,1-685-165-0824,Female,2/5/2021,Moreno Valley,15.4400815947168
71,Hayden Redden,104.131337221307,Public university,4/1/2022,Hayden Redden,Hayden Redden,Hayden_Redden6109@supunk.biz,2-664-677-7801,Male,10/27/2020,Indianapolis,154.066835476582
72,Celina Stuart,474.916861884257,High school,3/20/2022,Celina Stuart,Celina Stuart,Celina_Stuart8720@naiker.biz,8-381-250-6482,Female,8/22/2021,Bucharest,41.4129365391158
73,Ronald Quinton,411.194193349776,Corporate university,4/7/2022,Ronald Quinton,Ronald Quinton,Ronald_Quinton247@twipet.com,2-021-438-5530,Male,11/15/2021,Paris,29.3406129131748
74,Elisabeth Spencer,177.784533296611,Gymnasium,3/26/2022,Elisabeth Spencer,Elisabeth Spencer,Elisabeth_Spencer7997@bretoux.com,4-360-335-0605,Female,4/3/2022,Long Beach,167.478532563652
75,Caleb Simpson,27.0443284465206,Junior college,4/1/2022,Caleb Simpson,Caleb Simpson,Caleb_Simpson6619@muall.tech,1-715-117-5750,Male,11/12/2021,Baltimore,93.4586578702827
76,Camellia Grady,-18.2200015276764,University-preparatory school,3/11/2022,Camellia Grady,Camellia Grady,Camellia_Grady9460@bretoux.com,1-034-073-2841,Female,5/4/2020,Berna,188.154008823519
77,Beatrice Owen,71.1700307941856,Middle school,4/1/2022,Beatrice Owen,Beatrice Owen,Beatrice_Owen4880@infotech44.tech,8-828-530-1532,Female,1/1/2022,Zurich,18.7863898844395
78,Cedrick Speed,60.5556572105529,University college,4/6/2022,Cedrick Speed,Cedrick Speed,Cedrick_Speed4984@ubusive.com,2-442-664-6036,Male,11/16/2020,New York,152.559167598635
79,Doug Bennett,83.0815158831335,Graduate school,4/1/2022,Doug Bennett,Doug Bennett,Doug_Bennett2087@deavo.com,7-100-028-5373,Male,11/29/2021,Wien,130.308771506096
80,Oliver Wilcox,197.36352929257,Public university,3/8/2022,Oliver Wilcox,Oliver Wilcox,Oliver_Wilcox9858@tonsy.org,7-768-324-8181,Male,7/17/2020,Charlotte,49.6822051795582
81,Martin Cooper,443.096852517732,Gymnasium,4/1/2022,Martin Cooper,Martin Cooper,Martin_Cooper8473@fuliss.net,5-365-812-6656,Male,1/3/2021,Glendale,118.654263651769
82,Ron Brown,79.5585105067857,Junior college,4/13/2022,Ron Brown,Ron Brown,Ron_Brown5759@irrepsy.com,8-284-748-4355,Male,6/3/2020,Lancaster,66.2907182193784
83,Jacob Wilson,80.333318427826,Middle school,3/4/2022,Jacob Wilson,Jacob Wilson,Jacob_Wilson5691@acrit.org,8-116-848-7781,Male,1/25/2022,Pittsburgh,165.360924223606
84,Angelica Weatcroft,339.093718444507,High school,4/17/2022,Angelica Weatcroft,Angelica Weatcroft,Angelica_Weatcroft3639@corti.com,3-726-781-4055,Female,1/31/2022,Arlington,156.854291235495
85,Benny Heaton,265.798264053091,University-preparatory school,3/20/2022,Benny Heaton,Benny Heaton,Benny_Heaton8576@vetan.org,0-447-453-4253,Male,11/8/2020,El Paso,150.557709795217
86,Michael Tutton,461.924348355236,University college,3/9/2022,Michael Tutton,Michael Tutton,Michael_Tutton9182@dionrab.com,4-204-833-3772,Male,1/2/2022,Portland,85.5558009355123
87,Alessandra Chappell,221.070447950657,Middle school,3/29/2022,Alessandra Chappell,Alessandra Chappell,Alessandra_Chappell629@gembat.biz,0-347-023-1342,Female,2/25/2021,Reno,31.8585477386874
88,Boris Mann,357.807054271366,Middle school,4/3/2022,Boris Mann,Boris Mann,Boris_Mann9098@jiman.org,0-661-233-3032,Male,8/28/2021,Jacksonville,155.49791180971
89,Carolyn Palmer,124.46782101992,Middle school,3/29/2022,Carolyn Palmer,Carolyn Palmer,Carolyn_Palmer2658@infotech44.tech,7-412-861-0637,Female,10/29/2020,Philadelphia,88.5989514303389
90,Phillip Ring,-41.6931026916453,Technical college,3/20/2022,Phillip Ring,Phillip Ring,Phillip_Ring6767@nickia.com,0-734-646-6256,Male,3/17/2021,Wien,80.5035679165756
91,Wade Dale,-66.6845233592598,Gymnasium,3/20/2022,Wade Dale,Wade Dale,Wade_Dale5550@nanoff.biz,3-056-878-0516,Male,6/11/2021,Richmond,177.307116170091
92,Jazmin Smith,413.454957055605,Junior college,4/6/2022,Jazmin Smith,Jazmin Smith,Jazmin_Smith5813@famism.biz,1-642-673-6213,Female,8/4/2021,London,186.760934108291
93,Joseph Crawley,140.615682614323,Junior college,3/9/2022,Joseph Crawley,Joseph Crawley,Joseph_Crawley7335@gmail.com,7-015-415-2761,Male,4/15/2022,Norfolk,160.273299353324
94,Andrea Thomson,400.296303869363,Gymnasium,3/19/2022,Andrea Thomson,Andrea Thomson,Andrea_Thomson5930@ovock.tech,4-475-848-8365,Female,4/17/2022,Springfield,191.982779758043
95,Owen Cobb,497.768089513186,Junior college,3/9/2022,Owen Cobb,Owen Cobb,Owen_Cobb2755@corti.com,6-276-515-3507,Male,3/24/2022,Cincinnati,148.966012941192
96,Marvin Morgan,117.298262382996,University-preparatory school,3/26/2022,Marvin Morgan,Marvin Morgan,Marvin_Morgan7247@eirey.tech,7-028-617-5175,Male,7/20/2020,San Antonio,131.342568011183
97,Jackeline Lynch,411.348537627304,Middle school,4/12/2022,Jackeline Lynch,Jackeline Lynch,Jackeline_Lynch1740@bretoux.com,5-878-760-7571,Female,7/9/2021,Madison,84.4829363038218
98,Goldie Lindop,276.364064844029,High school,3/11/2022,Goldie Lindop,Goldie Lindop,Goldie_Lindop6892@muall.tech,5-048-327-1367,Female,9/30/2020,Baltimore,180.652539868212
99,Beatrice Mcneill,474.681789680702,Junior college,3/15/2022,Beatrice Mcneill,Beatrice Mcneill,Beatrice_Mcneill7673@ubusive.com,0-815-615-7852,Female,3/17/2021,Lancaster,54.9901247941843
100,Alexander Butler,294.894328363656,Public university,3/4/2022,Alexander Butler,Alexander Butler,Alexander_Butler8512@vetan.org,5-536-601-6010,Male,2/12/2021,Glendale,114.921977979095
101,Adalie Noon,282.488205773983,Corporate university,3/15/2022,Adalie Noon,Adalie Noon,Adalie_Noon3297@bulaffy.com,6-086-500-8335,Female,3/1/2022,Madrid,115.586360324447
102,Barney Ralph,499.668184687229,Gymnasium,4/15/2022,Barney Ralph,Barney Ralph,Barney_Ralph7395@iatim.tech,0-622-637-7465,Male,2/13/2021,Otawa,80.0615634471465
103,Anthony Rowlands,118.819252990568,University college,3/3/2022,Anthony Rowlands,Anthony Rowlands,Anthony_Rowlands1000@gembat.biz,4-575-154-6746,Male,9/17/2020,San Francisco,31.2294432996909
104,Chad James,391.677884814179,Gymnasium,3/20/2022,Chad James,Chad James,Chad_James1044@sveldo.biz,1-341-856-5016,Male,1/4/2021,Madrid,-3.52364960989153
105,Bob Redden,415.772002296882,Public university,4/8/2022,Bob Redden,Bob Redden,Bob_Redden1936@zorer.org,0-645-762-5865,Male,5/19/2020,Chicago,-5.73385398356889
106,Chloe Crawford,-16.4306939004132,High school,3/25/2022,Chloe Crawford,Chloe Crawford,Chloe_Crawford5193@fuliss.net,8-725-585-1313,Female,11/2/2020,Milwaukee,187.333293233222
107,Selena Yang,-26.7510010855044,Corporate university,3/28/2022,Selena Yang,Selena Yang,Selena_Yang9571@sveldo.biz,3-356-260-5477,Female,2/15/2022,Anaheim,104.696199771807
108,Shay Ulyatt,429.36618775938,University-preparatory school,4/5/2022,Shay Ulyatt,Shay Ulyatt,Shay_Ulyatt491@qater.org,7-400-152-8083,Female,11/17/2021,Wien,40.7068097441023
109,Fiona Varley,45.9377919961409,Technical college,3/27/2022,Fiona Varley,Fiona Varley,Fiona_Varley7011@ubusive.com,5-480-371-4235,Female,10/31/2021,Columbus,162.527100110672
110,Cassidy Lewis,373.621441440015,Junior college,3/12/2022,Cassidy Lewis,Cassidy Lewis,Cassidy_Lewis3331@yahoo.com,2-357-376-2286,Female,2/11/2022,Henderson,88.4496930863008
111,Makena Michael,323.817434955769,Junior college,4/3/2022,Makena Michael,Makena Michael,Makena_Michael7758@muall.tech,8-822-210-6275,Female,6/1/2020,Lisbon,52.7629044581032
112,Andie Ross,282.613487005054,Junior college,3/31/2022,Andie Ross,Andie Ross,Andie_Ross4513@bungar.biz,1-426-552-5216,Female,12/11/2021,Lyon,86.8050712737278
113,Martha Avery,381.602943687515,Corporate university,3/13/2022,Martha Avery,Martha Avery,Martha_Avery3818@corti.com,0-783-570-1266,Female,1/2/2022,Houston,68.0045058373383
114,Gina Hobson,-30.5672369839471,High school,4/6/2022,Gina Hobson,Gina Hobson,Gina_Hobson8869@nanoff.biz,8-856-383-1782,Female,6/3/2021,Washington,169.444705024103
115,Fred Powell,265.423537132993,Junior college,4/4/2022,Fred Powell,Fred Powell,Fred_Powell1414@dionrab.com,7-356-425-5831,Male,11/9/2021,Anaheim,172.804170646148
116,Aeris Clayton,465.464171231475,Junior college,3/16/2022,Aeris Clayton,Aeris Clayton,Aeris_Clayton3860@sheye.org,2-683-180-3662,Female,7/1/2021,Columbus,174.161875935347
117,Mike Flack,374.958344988506,Gymnasium,3/23/2022,Mike Flack,Mike Flack,Mike_Flack229@sveldo.biz,8-457-474-1554,Male,7/13/2021,New York,140.483887624221
118,Harry Edwards,200.980666757552,Junior college,4/13/2022,Harry Edwards,Harry Edwards,Harry_Edwards8667@corti.com,1-652-806-8816,Male,11/19/2020,Bakersfield,119.126051584317
119,Clarissa Yates,150.517130456174,University-preparatory school,3/2/2022,Clarissa Yates,Clarissa Yates,Clarissa_Yates9043@deons.tech,4-603-305-3216,Female,3/18/2021,Oakland,36.7164544820397
120,Cristal Andersson,289.66819441629,Graduate school,3/14/2022,Cristal Andersson,Cristal Andersson,Cristal_Andersson4590@twace.org,3-001-827-5142,Female,5/3/2020,Saint Paul,112.842926928235
121,Mina Santos,-72.664648989525,Public university,3/2/2022,Mina Santos,Mina Santos,Mina_Santos9241@brety.org,3-703-437-8875,Female,11/21/2020,Worcester,19.3287605025474
122,Sebastian Carter,248.751072124462,University-preparatory school,3/1/2022,Sebastian Carter,Sebastian Carter,Sebastian_Carter8250@qater.org,4-277-006-6475,Male,5/9/2020,Portland,55.4332995398125
123,Jackeline Whinter,152.477850401531,Junior college,3/13/2022,Jackeline Whinter,Jackeline Whinter,Jackeline_Whinter7149@nimogy.biz,0-181-346-6573,Female,9/19/2021,Norfolk,4.27676896391286
124,Erick Clarkson,494.960577762202,High school,4/9/2022,Erick Clarkson,Erick Clarkson,Erick_Clarkson7077@brety.org,2-704-605-0215,Male,3/20/2022,San Bernardino,3.71756651611885
125,Irene Driscoll,396.882957934347,University college,3/7/2022,Irene Driscoll,Irene Driscoll,Irene_Driscoll1496@atink.com,8-810-850-4420,Female,10/11/2021,Miami,142.097372192003
126,Elise Hardwick,137.833307064061,Middle school,4/18/2022,Elise Hardwick,Elise Hardwick,Elise_Hardwick568@eirey.tech,4-086-873-8065,Female,4/11/2022,Oakland,-4.89123050164954
127,Ron Parsons,295.674534878542,Corporate university,3/25/2022,Ron Parsons,Ron Parsons,Ron_Parsons4032@gembat.biz,7-305-864-6106,Male,9/29/2021,Bucharest,191.897697705262
128,Kimberly Allen,195.583570378173,Public university,3/22/2022,Kimberly Allen,Kimberly Allen,Kimberly_Allen5154@elnee.tech,8-656-782-1223,Female,5/1/2021,Santa Ana,8.09540338911833
129,Lynn Carpenter,434.34112984703,Graduate school,4/14/2022,Lynn Carpenter,Lynn Carpenter,Lynn_Carpenter4329@muall.tech,2-656-211-8466,Female,10/30/2020,Bridgeport,113.503246637761
130,Matthew Henderson,21.4137341200438,Corporate university,4/8/2022,Matthew Henderson,Matthew Henderson,Matthew_Henderson4445@nickia.com,6-850-181-0651,Male,5/30/2021,Hayward,143.941160843215
131,Ramon Baker,444.895221358582,Gymnasium,3/25/2022,Ramon Baker,Ramon Baker,Ramon_Baker9583@bauros.biz,8-000-663-3044,Male,1/17/2022,Richmond,52.1859893166395
132,Carla Bennett,269.691509668572,University college,4/18/2022,Carla Bennett,Carla Bennett,Carla_Bennett7452@liret.org,5-781-541-7832,Female,12/5/2020,Nashville,34.8562695788482
133,Adina Jenkin,237.087934852619,Gymnasium,3/21/2022,Adina Jenkin,Adina Jenkin,Adina_Jenkin94@twipet.com,6-228-883-1183,Female,4/12/2020,Rochester,75.9603517814355
134,Melania Carson,326.596907238288,Junior college,3/12/2022,Melania Carson,Melania Carson,Melania_Carson1192@naiker.biz,1-805-505-2080,Female,5/26/2020,Moreno Valley,166.136950702936
135,Julia Heaton,277.344152511723,Corporate university,3/29/2022,Julia Heaton,Julia Heaton,Julia_Heaton1659@atink.com,8-011-386-4150,Female,3/10/2021,London,21.6855497554343
136,Lorraine Utterson,457.783098510831,University-preparatory school,3/14/2022,Lorraine Utterson,Lorraine Utterson,Lorraine_Utterson3939@bulaffy.com,5-760-680-6503,Female,6/19/2021,Madison,133.94384928697
137,Kaylee Quinnell,-33.2565218271951,Gymnasium,3/5/2022,Kaylee Quinnell,Kaylee Quinnell,Kaylee_Quinnell1749@zorer.org,4-764-067-3634,Female,4/8/2022,El Paso,130.097699299035
138,Charlize Flack,-38.6354205234141,Technical college,4/8/2022,Charlize Flack,Charlize Flack,Charlize_Flack5033@jiman.org,5-418-083-7462,Female,2/13/2022,Otawa,170.753722497147
139,Ally Leslie,438.734852332033,Graduate school,4/5/2022,Ally Leslie,Ally Leslie,Ally_Leslie6527@nickia.com,7-207-571-0347,Female,6/18/2021,Escondido,110.651158506354
140,Jessica Norris,493.201516691224,Technical college,3/27/2022,Jessica Norris,Jessica Norris,Jessica_Norris5736@elnee.tech,4-703-871-3347,Female,4/22/2020,Detroit,88.5320233695824
141,Nathan Shaw,87.4027709944187,Gymnasium,3/13/2022,Nathan Shaw,Nathan Shaw,Nathan_Shaw3207@vetan.org,5-702-754-8301,Male,11/22/2021,Lyon,22.2467849656226
142,Ally Walton,220.046914386585,Gymnasium,3/26/2022,Ally Walton,Ally Walton,Ally_Walton8962@zorer.org,2-081-487-5634,Female,3/6/2022,Bucharest,79.2868322931634
